Bus,sub_id,interconnect,balancing_area,x,y,state,country,county
2013188,35626.0,Western,BPAT,-122.883,44.1256,Oregon,US,p41039
2013189,35627.0,Western,BPAT,-122.765,44.0649,Oregon,US,p41039
2013190,35628.0,Western,BPAT,-122.834,43.8388,Oregon,US,p41039
2013191,35628.0,Western,BPAT,-122.834,43.8388,Oregon,US,p41039
2013192,35629.0,Western,PGE,-122.734,45.2229,Oregon,US,p41005
2013193,35629.0,Western,PGE,-122.734,45.2229,Oregon,US,p41005
2013194,35629.0,Western,PGE,-122.734,45.2229,Oregon,US,p41005
2013195,35629.0,Western,PGE,-122.734,45.2229,Oregon,US,p41005
2013196,35630.0,Western,PGE,-122.878,45.1929,Oregon,US,p41047
2013197,35631.0,Western,BPAT,-122.861,44.5034,Oregon,US,p41043
2013198,35632.0,Western,BPAT,-122.913,44.5094,Oregon,US,p41043
2013199,35632.0,Western,BPAT,-122.913,44.5094,Oregon,US,p41043
2013200,35633.0,Western,PACW,-122.735,42.1441,Oregon,US,p41029
2013201,35634.0,Western,PACW,-122.722,42.1838,Oregon,US,p41029
2013202,35635.0,Western,PGE,-122.844,45.5639,Oregon,US,p41067
2013203,35635.0,Western,PGE,-122.844,45.5639,Oregon,US,p41067
2013204,35636.0,Western,PGE,-122.898,45.6271,Oregon,US,p41051
2013205,35636.0,Western,PGE,-122.898,45.6271,Oregon,US,p41051
2013206,35637.0,Western,PGE,-122.753,45.3733,Oregon,US,p41067
2013207,35637.0,Western,PGE,-122.753,45.3733,Oregon,US,p41067
2013208,35637.0,Western,PGE,-122.753,45.3733,Oregon,US,p41067
2013209,35638.0,Western,PGE,-122.839,45.5193,Oregon,US,p41067
2013210,35638.0,Western,PGE,-122.839,45.5193,Oregon,US,p41067
2013211,35638.0,Western,PGE,-122.839,45.5193,Oregon,US,p41067
2013212,35639.0,Western,PGE,-122.872,45.5864,Oregon,US,p41067
2013213,35640.0,Western,PACW,-122.709,42.276,Oregon,US,p41029
2013214,35641.0,Western,PACW,-122.775,42.4147,Oregon,US,p41029
2013215,35641.0,Western,PACW,-122.775,42.4147,Oregon,US,p41029
2013216,35642.0,Western,PGE,-122.886,45.4822,Oregon,US,p41067
2013217,35642.0,Western,PGE,-122.886,45.4822,Oregon,US,p41067
2013218,35642.0,Western,PGE,-122.886,45.4822,Oregon,US,p41067
2013219,35642.0,Western,PGE,-122.886,45.4822,Oregon,US,p41067
2013220,35643.0,Western,PGE,-122.823,45.4635,Oregon,US,p41067
2013221,35643.0,Western,PGE,-122.823,45.4635,Oregon,US,p41067
2013222,35644.0,Western,PACW,-122.763,42.487,Oregon,US,p41029
2013223,35644.0,Western,PACW,-122.763,42.487,Oregon,US,p41029
2013224,35644.0,Western,PACW,-122.763,42.487,Oregon,US,p41029
2013225,35644.0,Western,PACW,-122.763,42.487,Oregon,US,p41029
2013226,35645.0,Western,PGE,-122.838,45.1224,Oregon,US,p41047
2013227,35645.0,Western,PGE,-122.838,45.1224,Oregon,US,p41047
2013228,35645.0,Western,PGE,-122.838,45.1224,Oregon,US,p41047
2013229,35646.0,Western,PGE,-122.767,45.4701,Oregon,US,p41067
2013230,35646.0,Western,PGE,-122.767,45.4701,Oregon,US,p41067
2013231,35646.0,Western,PGE,-122.767,45.4701,Oregon,US,p41067
2013232,35646.0,Western,PGE,-122.767,45.4701,Oregon,US,p41067
2013233,35646.0,Western,PGE,-122.767,45.4701,Oregon,US,p41067
2013234,35647.0,Western,PGE,-122.816,45.4294,Oregon,US,p41067
2013235,35647.0,Western,PGE,-122.816,45.4294,Oregon,US,p41067
2013236,35647.0,Western,PGE,-122.816,45.4294,Oregon,US,p41067
2013237,35648.0,Western,PGE,-122.709,45.2759,Oregon,US,p41005
2013238,35648.0,Western,PGE,-122.709,45.2759,Oregon,US,p41005
2013239,35649.0,Western,PGE,-122.688,45.0517,Oregon,US,p41047
2013240,35649.0,Western,PGE,-122.688,45.0517,Oregon,US,p41047
2013241,35650.0,Western,PGE,-122.731,45.5323,Oregon,US,p41051
2013242,35651.0,Western,PGE,-122.717,45.3646,Oregon,US,p41005
2013243,35651.0,Western,PGE,-122.717,45.3646,Oregon,US,p41005
2013244,35652.0,Western,PGE,-122.857,45.432,Oregon,US,p41067
2013245,35652.0,Western,PGE,-122.857,45.432,Oregon,US,p41067
2013246,35653.0,Western,PGE,-122.66,45.5179,Oregon,US,p41051
2013247,35654.0,Western,PGE,-122.713,45.6011,Oregon,US,p41051
2013248,35654.0,Western,PGE,-122.713,45.6011,Oregon,US,p41051
2013249,35654.0,Western,PGE,-122.713,45.6011,Oregon,US,p41051
2013250,35655.0,Western,PGE,-122.741,45.4612,Oregon,US,p41051
2013251,35656.0,Western,BPAT,-122.681,44.3595,Oregon,US,p41043
2013252,35656.0,Western,BPAT,-122.681,44.3595,Oregon,US,p41043
2013253,35657.0,Western,PGE,-122.781,45.5637,Oregon,US,p41051
2013254,35658.0,Western,PGE,-122.789,45.397,Oregon,US,p41067
2013255,35658.0,Western,PGE,-122.789,45.397,Oregon,US,p41067
2013256,35658.0,Western,PGE,-122.789,45.397,Oregon,US,p41067
2013257,35659.0,Western,BPAT,-122.788,44.702,Oregon,US,p41043
2013258,35659.0,Western,BPAT,-122.788,44.702,Oregon,US,p41043
2013259,35660.0,Western,PGE,-122.746,44.9164,Oregon,US,p41047
2013260,35661.0,Western,PGE,-122.707,45.5781,Oregon,US,p41051
2013261,35662.0,Western,PGE,-122.783,45.5821,Oregon,US,p41051
2013262,35663.0,Western,PGE,-122.781,45.4389,Oregon,US,p41067
2013263,35664.0,Western,PGE,-122.605,45.4942,Oregon,US,p41051
2013264,35664.0,Western,PGE,-122.605,45.4942,Oregon,US,p41051
2013265,35664.0,Western,PGE,-122.605,45.4942,Oregon,US,p41051
2013266,35665.0,Western,PGE,-122.743,45.4157,Oregon,US,p41005
2013267,35665.0,Western,PGE,-122.743,45.4157,Oregon,US,p41005
2013268,35665.0,Western,PGE,-122.743,45.4157,Oregon,US,p41005
2013269,35665.0,Western,PGE,-122.743,45.4157,Oregon,US,p41005
2013270,35666.0,Western,PGE,-122.724,45.4804,Oregon,US,p41051
2013271,35666.0,Western,PGE,-122.724,45.4804,Oregon,US,p41051
2013272,35666.0,Western,PGE,-122.724,45.4804,Oregon,US,p41051
2013273,35667.0,Western,PGE,-122.61,45.3764,Oregon,US,p41005
2013274,35668.0,Western,PGE,-122.747,45.4451,Oregon,US,p41067
2013275,35669.0,Western,PGE,-122.711,45.4277,Oregon,US,p41005
2013276,35669.0,Western,PGE,-122.711,45.4277,Oregon,US,p41005
2013277,35670.0,Western,PGE,-122.737,45.2832,Oregon,US,p41005
2013278,35670.0,Western,PGE,-122.737,45.2832,Oregon,US,p41005
2013279,35671.0,Western,PACW,-122.635,42.377,Oregon,US,p41029
2013280,35672.0,Western,PGE,-122.696,45.504,Oregon,US,p41051
2013281,35672.0,Western,PGE,-122.696,45.504,Oregon,US,p41051
2013282,35672.0,Western,PGE,-122.696,45.504,Oregon,US,p41051
2013283,35673.0,Western,PGE,-122.604,45.4669,Oregon,US,p41051
2013284,35674.0,Western,PGE,-122.726,45.4399,Oregon,US,p41051
2013285,35675.0,Western,PGE,-122.624,45.5869,Oregon,US,p41051
2013286,35676.0,Western,PGE,-122.626,45.4518,Oregon,US,p41005
2013287,35677.0,Western,PGE,-122.572,45.5764,Oregon,US,p41051
2013288,35677.0,Western,PGE,-122.572,45.5764,Oregon,US,p41051
2013289,35677.0,Western,PGE,-122.572,45.5764,Oregon,US,p41051
2013290,35677.0,Western,PGE,-122.572,45.5764,Oregon,US,p41051
2013291,35677.0,Western,PGE,-122.572,45.5764,Oregon,US,p41051
2013292,35678.0,Western,BPAT,-122.722,45.6788,Washington,US,p53011
2013293,35679.0,Western,PGE,-122.626,45.3561,Oregon,US,p41005
2013294,35680.0,Western,PGE,-122.626,45.3694,Oregon,US,p41005
2013295,35681.0,Western,PGE,-122.62,45.4963,Oregon,US,p41051
2013296,35682.0,Western,PGE,-122.542,45.3213,Oregon,US,p41005
2013297,35683.0,Western,PGE,-122.532,45.5749,Oregon,US,p41051
2013298,35683.0,Western,PGE,-122.532,45.5749,Oregon,US,p41051
2013299,35684.0,Western,PGE,-122.629,45.4899,Oregon,US,p41051
2013300,35685.0,Western,BPAT,-122.565,45.6262,Washington,US,p53011
2013301,35686.0,Western,PGE,-122.665,45.5726,Oregon,US,p41051
2013302,35687.0,Western,PGE,-122.577,45.5661,Oregon,US,p41051
2013303,35687.0,Western,PGE,-122.577,45.5661,Oregon,US,p41051
2013304,35688.0,Western,PGE,-122.646,45.5151,Oregon,US,p41051
2013305,35689.0,Western,PGE,-122.515,45.2892,Oregon,US,p41005
2013306,35689.0,Western,PGE,-122.515,45.2892,Oregon,US,p41005
2013307,35690.0,Western,PACW,-122.584,42.2276,Oregon,US,p41029
2013308,35691.0,Western,PGE,-122.58,45.5498,Oregon,US,p41051
2013309,35691.0,Western,PGE,-122.58,45.5498,Oregon,US,p41051
2013310,35691.0,Western,PGE,-122.58,45.5498,Oregon,US,p41051
2013311,35692.0,Western,BPAT,-122.544,45.6494,Washington,US,p53011
2013312,35692.0,Western,BPAT,-122.544,45.6494,Washington,US,p53011
2013313,35693.0,Western,PGE,-122.602,45.1696,Oregon,US,p41005
2013314,35694.0,Western,PGE,-122.648,45.5992,Oregon,US,p41051
2013315,35694.0,Western,PGE,-122.648,45.5992,Oregon,US,p41051
2013316,35695.0,Western,PGE,-122.597,45.5115,Oregon,US,p41051
2013317,35695.0,Western,PGE,-122.597,45.5115,Oregon,US,p41051
2013318,35695.0,Western,PGE,-122.597,45.5115,Oregon,US,p41051
2013319,35696.0,Western,PGE,-122.544,45.4499,Oregon,US,p41005
2013320,35697.0,Western,PGE,-122.485,45.4465,Oregon,US,p41005
2013321,35697.0,Western,PGE,-122.485,45.4465,Oregon,US,p41005
2013322,35697.0,Western,PGE,-122.485,45.4465,Oregon,US,p41005
2013323,35698.0,Western,PGE,-122.569,45.2537,Oregon,US,p41005
2013324,35699.0,Western,PGE,-122.622,45.3769,Oregon,US,p41005
2013325,35699.0,Western,PGE,-122.622,45.3769,Oregon,US,p41005
2013326,35699.0,Western,PGE,-122.622,45.3769,Oregon,US,p41005
2013327,35699.0,Western,PGE,-122.622,45.3769,Oregon,US,p41005
2013328,35700.0,Western,PGE,-122.623,45.5198,Oregon,US,p41051
2013329,35701.0,Western,PGE,-122.539,45.5405,Oregon,US,p41051
2013330,35701.0,Western,PGE,-122.539,45.5405,Oregon,US,p41051
2013331,35702.0,Western,PGE,-122.505,45.3912,Oregon,US,p41005
2013332,35702.0,Western,PGE,-122.505,45.3912,Oregon,US,p41005
2013333,35702.0,Western,PGE,-122.505,45.3912,Oregon,US,p41005
2013334,35703.0,Western,PGE,-122.525,45.5391,Oregon,US,p41051
2013335,35704.0,Western,PGE,-122.513,45.4955,Oregon,US,p41051
2013336,35704.0,Western,PGE,-122.513,45.4955,Oregon,US,p41051
2013337,35705.0,Western,BPAT,-122.524,45.6203,Washington,US,p53011
2013338,35706.0,Western,PGE,-122.6,45.5273,Oregon,US,p41051
2013339,35706.0,Western,PGE,-122.6,45.5273,Oregon,US,p41051
2013340,35707.0,Western,PGE,-122.476,45.4829,Oregon,US,p41051
2013341,35707.0,Western,PGE,-122.476,45.4829,Oregon,US,p41051
2013342,35707.0,Western,PGE,-122.476,45.4829,Oregon,US,p41051
2013343,35708.0,Western,PGE,-122.467,45.2556,Oregon,US,p41005
2013344,35708.0,Western,PGE,-122.467,45.2556,Oregon,US,p41005
2013345,35708.0,Western,PGE,-122.467,45.2556,Oregon,US,p41005
2013346,35709.0,Western,PGE,-122.351,45.4882,Oregon,US,p41051
2013347,35710.0,Western,BPAT,-122.484,45.6415,Washington,US,p53011
2013348,35710.0,Western,BPAT,-122.484,45.6415,Washington,US,p53011
2013349,35711.0,Western,PGE,-122.371,45.5671,Oregon,US,p41051
2013350,35711.0,Western,PGE,-122.371,45.5671,Oregon,US,p41051
2013351,35712.0,Western,PGE,-122.467,45.4673,Oregon,US,p41051
2013352,35712.0,Western,PGE,-122.467,45.4673,Oregon,US,p41051
2013353,35713.0,Western,PGE,-122.447,44.8281,Oregon,US,p41047
2013354,35713.0,Western,PGE,-122.447,44.8281,Oregon,US,p41047
2013355,35713.0,Western,PGE,-122.447,44.8281,Oregon,US,p41047
2013356,35714.0,Western,PGE,-122.473,45.5013,Oregon,US,p41051
2013357,35715.0,Western,PGE,-122.4,45.4232,Oregon,US,p41005
2013358,35716.0,Western,BPAT,-122.308,43.713,Oregon,US,p41039
2013359,35717.0,Western,BPAT,-122.272,45.5688,Oregon,US,p53011
2013360,35718.0,Western,PGE,-122.272,45.5193,Oregon,US,p41051
2013361,35719.0,Western,PGE,-122.28,45.2504,Oregon,US,p41005
2013362,35719.0,Western,PGE,-122.28,45.2504,Oregon,US,p41005
2013363,35720.0,Western,PGE,-122.175,45.3824,Oregon,US,p41005
2013364,35720.0,Western,PGE,-122.175,45.3824,Oregon,US,p41005
2013365,35720.0,Western,PGE,-122.175,45.3824,Oregon,US,p41005
2013366,35721.0,Western,PACW,-122.148,42.4035,Oregon,US,p41035
2013367,35721.0,Western,PACW,-122.148,42.4035,Oregon,US,p41035
2013368,35722.0,Western,BPAT,-121.98,44.4473,Oregon,US,p41043
2013369,35722.0,Western,BPAT,-121.98,44.4473,Oregon,US,p41043
2013370,35723.0,Western,PACW,-121.628,42.2055,Oregon,US,p41035
2013371,35723.0,Western,PACW,-121.628,42.2055,Oregon,US,p41035
2013372,35724.0,Western,PACW,-121.734,42.0984,Oregon,US,p41035
2013373,35724.0,Western,PACW,-121.734,42.0984,Oregon,US,p41035
2013374,35725.0,Western,PACW,-121.631,43.0194,Oregon,US,p41035
2013375,35725.0,Western,PACW,-121.631,43.0194,Oregon,US,p41035
2013376,35726.0,Western,PGE,-121.695,45.4636,Oregon,US,p41027
2013377,35726.0,Western,PGE,-121.695,45.4636,Oregon,US,p41027
2013378,35726.0,Western,PGE,-121.695,45.4636,Oregon,US,p41027
2013379,35726.0,Western,PGE,-121.695,45.4636,Oregon,US,p41027
2013380,35727.0,Western,PGE,-121.549,45.7223,Oregon,US,p41027
2013381,35728.0,Western,BPAT,-121.495,43.886,Oregon,US,p41017
2013382,35729.0,Western,BPAT,-121.371,43.637,Oregon,US,p41017
2013383,35730.0,Western,PACW,-121.524,42.0133,Oregon,US,p41035
2013384,35731.0,Western,PACW,-121.348,42.1897,Oregon,US,p41035
2013385,35732.0,Western,BPAT,-121.214,44.8021,Oregon,US,p41031
2013386,35733.0,Western,BPAT,-121.302,44.0067,Oregon,US,p41017
2013387,35733.0,Western,BPAT,-121.302,44.0067,Oregon,US,p41017
2013388,35734.0,Western,BPAT,-121.191,44.0749,Oregon,US,p41017
2013389,35734.0,Western,BPAT,-121.191,44.0749,Oregon,US,p41017
2013390,35735.0,Western,BPAT,-121.256,44.3835,Oregon,US,p41017
2013391,35735.0,Western,BPAT,-121.256,44.3835,Oregon,US,p41017
2013392,35736.0,Western,BPAT,-121.153,44.2071,Oregon,US,p41017
2013393,35736.0,Western,BPAT,-121.153,44.2071,Oregon,US,p41017
2013394,35737.0,Western,BPAT,-121.221,44.2292,Oregon,US,p41017
2013395,35737.0,Western,BPAT,-121.221,44.2292,Oregon,US,p41017
2013396,35738.0,Western,BPAT,-121.267,44.1983,Oregon,US,p41017
2013397,35738.0,Western,BPAT,-121.267,44.1983,Oregon,US,p41017
2013398,35738.0,Western,BPAT,-121.267,44.1983,Oregon,US,p41017
2013399,35739.0,Western,BPAT,-121.228,44.16,Oregon,US,p41017
2013400,35740.0,Western,BPAT,-121.183,45.6311,Oregon,US,p53039
2013401,35740.0,Western,BPAT,-121.183,45.6311,Oregon,US,p53039
2013402,35741.0,Western,BPAT,-120.989,44.5742,Oregon,US,p41031
2013403,35742.0,Western,BPAT,-120.661,44.1967,Oregon,US,p41013
2013404,35742.0,Western,BPAT,-120.661,44.1967,Oregon,US,p41013
2013405,35743.0,Western,BPAT,-120.449,43.1784,Oregon,US,p41037
2013406,35743.0,Western,BPAT,-120.449,43.1784,Oregon,US,p41037
2013407,35744.0,Western,BPAT,-120.409,42.2839,Oregon,US,p41037
2013408,35744.0,Western,BPAT,-120.409,42.2839,Oregon,US,p41037
2013409,35745.0,Western,BPAT,-119.975,45.8281,Washington,US,p53039
2013410,35745.0,Western,BPAT,-119.975,45.8281,Washington,US,p53039
2013411,35746.0,Western,GRID,-119.585,45.8928,Oregon,US,p41049
2013412,35747.0,Western,GRID,-119.454,45.3645,Oregon,US,p41049
2013413,35747.0,Western,GRID,-119.454,45.3645,Oregon,US,p41049
2013414,35748.0,Western,GRID,-119.451,45.9145,Oregon,US,p41049
2013415,35749.0,Western,BPAT,-119.197,45.7648,Oregon,US,p41059
2013416,35749.0,Western,BPAT,-119.197,45.7648,Oregon,US,p41059
2013417,35750.0,Western,BPAT,-119.225,45.8201,Oregon,US,p41059
2013418,35750.0,Western,BPAT,-119.225,45.8201,Oregon,US,p41059
2013419,35751.0,Western,BPAT,-118.99,44.4751,Oregon,US,p41023
2013420,35751.0,Western,BPAT,-118.99,44.4751,Oregon,US,p41023
2013421,35752.0,Western,BPAT,-118.878,43.6553,Oregon,US,p41025
2013422,35752.0,Western,BPAT,-118.878,43.6553,Oregon,US,p41025
2013423,35752.0,Western,BPAT,-118.878,43.6553,Oregon,US,p41025
2013424,35752.0,Western,BPAT,-118.878,43.6553,Oregon,US,p41025
2013425,35753.0,Western,BPAT,-118.783,45.3753,Oregon,US,p41059
2013426,35754.0,Western,BPAT,-118.889,45.657,Oregon,US,p41059
2013427,35755.0,Western,BPAT,-118.277,45.8727,Oregon,US,p41059
2013428,35756.0,Western,BPAT,-118.329,46.178,Washington,US,p53071
2013429,35756.0,Western,BPAT,-118.329,46.178,Washington,US,p53071
2013430,35756.0,Western,BPAT,-118.329,46.178,Washington,US,p53071
2013431,35757.0,Western,BPAT,-118.296,46.1518,Washington,US,p53071
2013432,35757.0,Western,BPAT,-118.296,46.1518,Washington,US,p53071
2013433,35757.0,Western,BPAT,-118.296,46.1518,Washington,US,p53071
2013434,35757.0,Western,BPAT,-118.296,46.1518,Washington,US,p53071
2013435,35757.0,Western,BPAT,-118.296,46.1518,Washington,US,p53071
2013436,35757.0,Western,BPAT,-118.296,46.1518,Washington,US,p53071
2013437,35757.0,Western,BPAT,-118.296,46.1518,Washington,US,p53071
2013438,35757.0,Western,BPAT,-118.296,46.1518,Washington,US,p53071
2013439,35758.0,Western,BPAT,-118.2,45.3353,Oregon,US,p41061
2013440,35759.0,Western,BPAT,-117.846,45.6436,Oregon,US,p41061
2013441,35760.0,Western,BPAT,-117.705,44.8738,Oregon,US,p41001
2013442,35761.0,Western,BPAT,-117.683,45.2283,Oregon,US,p41061
2013443,35762.0,Western,IPCO,-117.297,44.1013,Oregon,US,p41045
2013444,35762.0,Western,IPCO,-117.297,44.1013,Oregon,US,p41045
2013445,35762.0,Western,IPCO,-117.297,44.1013,Oregon,US,p41045
2013446,35763.0,Western,BPAT,-117.293,45.6648,Oregon,US,p41063
2013447,35764.0,Western,IPCO,-117.032,44.0355,Oregon,US,p41045
2013448,35764.0,Western,IPCO,-117.032,44.0355,Oregon,US,p41045
2013449,35765.0,Western,BPAT,-116.946,45.4945,Oregon,US,p41063
2013450,35765.0,Western,BPAT,-116.946,45.4945,Oregon,US,p41063
2013451,35765.0,Western,BPAT,-116.946,45.4945,Oregon,US,p41063
2013452,35765.0,Western,BPAT,-116.946,45.4945,Oregon,US,p41063
2013453,35766.0,Western,BPAT,-122.041,44.286,Oregon,US,p41043
2013454,35766.0,Western,BPAT,-122.041,44.286,Oregon,US,p41043
2013455,35766.0,Western,BPAT,-122.041,44.286,Oregon,US,p41043
2013456,35766.0,Western,BPAT,-122.041,44.286,Oregon,US,p41043
2013457,35766.0,Western,BPAT,-122.041,44.286,Oregon,US,p41043
2013458,35767.0,Western,BPAT,-120.125,45.7119,Oregon,US,p41021
2013459,35768.0,Western,PACW,-122.07,42.0936,Oregon,US,p41035
2013460,35768.0,Western,PACW,-122.07,42.0936,Oregon,US,p41035
2013461,35768.0,Western,PACW,-122.07,42.0936,Oregon,US,p41035
2013462,35769.0,Western,BPAT,-123.172,46.1789,Washington,US,p41009
2013463,35769.0,Western,BPAT,-123.172,46.1789,Washington,US,p41009
2013464,35770.0,Western,BPAT,-118.816,46.0128,Washington,US,p53071
2013465,35770.0,Western,BPAT,-118.816,46.0128,Washington,US,p53071
2013466,35770.0,Western,BPAT,-118.816,46.0128,Washington,US,p53071
2013467,35771.0,Western,BPAT,-120.21,45.6525,Oregon,US,p41021
2013468,35771.0,Western,BPAT,-120.21,45.6525,Oregon,US,p41021
2013469,35771.0,Western,BPAT,-120.21,45.6525,Oregon,US,p41021
2013470,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013471,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013472,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013473,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013474,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013475,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013476,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013477,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013478,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013479,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013480,35772.0,Western,BPAT,-119.299,45.9402,Oregon,US,p53005
2013481,35773.0,Western,BPAT,-117.816,45.0852,Oregon,US,p41061
2013482,35773.0,Western,BPAT,-117.816,45.0852,Oregon,US,p41061
2013483,35773.0,Western,BPAT,-117.816,45.0852,Oregon,US,p41061
2013484,35774.0,Western,BPAT,-120.504,45.5836,Oregon,US,p41055
2013485,35774.0,Western,BPAT,-120.504,45.5836,Oregon,US,p41055
2013486,35774.0,Western,BPAT,-120.504,45.5836,Oregon,US,p41055
2013487,35774.0,Western,BPAT,-120.504,45.5836,Oregon,US,p41055
2013488,35775.0,Western,PGE,-122.251,44.7224,Oregon,US,p41047
2013489,35775.0,Western,PGE,-122.251,44.7224,Oregon,US,p41047
2013490,35775.0,Western,PGE,-122.251,44.7224,Oregon,US,p41047
2013491,35775.0,Western,PGE,-122.251,44.7224,Oregon,US,p41047
2013492,35776.0,Western,PGE,-122.963,45.2879,Oregon,US,p41071
2013493,35776.0,Western,PGE,-122.963,45.2879,Oregon,US,p41071
2013494,35776.0,Western,PGE,-122.963,45.2879,Oregon,US,p41071
2013495,35776.0,Western,PGE,-122.963,45.2879,Oregon,US,p41071
2013496,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013497,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013498,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013499,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013500,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013501,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013502,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013503,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013504,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013505,35777.0,Western,BPAT,-120.694,45.7164,Washington,US,p53039
2013506,35778.0,Western,BPAT,-119.313,45.794,Oregon,US,p41059
2013507,35778.0,Western,BPAT,-119.313,45.794,Oregon,US,p41059
2013508,35778.0,Western,BPAT,-119.313,45.794,Oregon,US,p41059
2013509,35778.0,Western,BPAT,-119.313,45.794,Oregon,US,p41059
2013510,35778.0,Western,BPAT,-119.313,45.794,Oregon,US,p41059
2013511,35778.0,Western,BPAT,-119.313,45.794,Oregon,US,p41059
2013512,35779.0,Western,BPAT,-123.407,46.154,Oregon,US,p41007
2013513,35780.0,Western,BPAT,-122.424,43.7107,Oregon,US,p41039
2013514,35781.0,Western,BPAT,-120.279,45.2766,Oregon,US,p41021
2013515,35781.0,Western,BPAT,-120.279,45.2766,Oregon,US,p41021
2013516,35782.0,Western,BPAT,-120.603,45.6537,Oregon,US,p41055
2013517,35782.0,Western,BPAT,-120.603,45.6537,Oregon,US,p41055
2013518,35782.0,Western,BPAT,-120.603,45.6537,Oregon,US,p41055
2013519,35782.0,Western,BPAT,-120.603,45.6537,Oregon,US,p41055
2013520,35782.0,Western,BPAT,-120.603,45.6537,Oregon,US,p41055
2013521,35782.0,Western,BPAT,-120.603,45.6537,Oregon,US,p41055
2013522,35783.0,Western,PACW,-121.814,42.1727,Oregon,US,p41035
2013523,35784.0,Western,BPAT,-121.277,44.6058,Oregon,US,p41031
2013524,35784.0,Western,BPAT,-121.277,44.6058,Oregon,US,p41031
2013525,35784.0,Western,BPAT,-121.277,44.6058,Oregon,US,p41031
2013526,35784.0,Western,BPAT,-121.277,44.6058,Oregon,US,p41031
2013527,35784.0,Western,BPAT,-121.277,44.6058,Oregon,US,p41031
2013528,35784.0,Western,BPAT,-121.277,44.6058,Oregon,US,p41031
2013529,35785.0,Western,BPAT,-120.574,45.52,Oregon,US,p41055
2013530,35785.0,Western,BPAT,-120.574,45.52,Oregon,US,p41055
2013531,35785.0,Western,BPAT,-120.574,45.52,Oregon,US,p41055
2013532,35786.0,Western,BPAT,-122.244,44.1307,Oregon,US,p41039
2013533,35786.0,Western,BPAT,-122.244,44.1307,Oregon,US,p41039
2013534,35786.0,Western,BPAT,-122.244,44.1307,Oregon,US,p41039
2013535,35786.0,Western,BPAT,-122.244,44.1307,Oregon,US,p41039
2013536,35786.0,Western,BPAT,-122.244,44.1307,Oregon,US,p41039
2013537,35787.0,Western,BPAT,-119.37,45.8042,Oregon,US,p41059
2013538,35787.0,Western,BPAT,-119.37,45.8042,Oregon,US,p41059
2013539,35787.0,Western,BPAT,-119.37,45.8042,Oregon,US,p41059
2013540,35787.0,Western,BPAT,-119.37,45.8042,Oregon,US,p41059
2013541,35787.0,Western,BPAT,-119.37,45.8042,Oregon,US,p41059
2013542,35787.0,Western,BPAT,-119.37,45.8042,Oregon,US,p41059
2013543,35788.0,Western,IPCO,-116.7949,44.9815,Idaho,US,p16003
2013544,35788.0,Western,IPCO,-116.7949,44.9815,Idaho,US,p16003
2013545,35788.0,Western,IPCO,-116.7949,44.9815,Idaho,US,p16003
2013546,35788.0,Western,IPCO,-116.7949,44.9815,Idaho,US,p16003
2013547,35788.0,Western,IPCO,-116.7949,44.9815,Idaho,US,p16003
2013548,35789.0,Western,PACW,-123.416,43.0895,Oregon,US,p41019
2013549,35789.0,Western,PACW,-123.416,43.0895,Oregon,US,p41019
2013550,35790.0,Western,GRID,-119.674,45.848,Oregon,US,p41049
2013551,35790.0,Western,GRID,-119.674,45.848,Oregon,US,p41049
2013552,35790.0,Western,GRID,-119.674,45.848,Oregon,US,p41049
2013553,35790.0,Western,GRID,-119.674,45.848,Oregon,US,p41049
2013554,35791.0,Western,PACW,-121.811,42.1739,Oregon,US,p41035
2013555,35791.0,Western,PACW,-121.811,42.1739,Oregon,US,p41035
2013556,35791.0,Western,PACW,-121.811,42.1739,Oregon,US,p41035
2013557,35791.0,Western,PACW,-121.811,42.1739,Oregon,US,p41035
2013558,35791.0,Western,PACW,-121.811,42.1739,Oregon,US,p41035
2013559,35791.0,Western,PACW,-121.811,42.1739,Oregon,US,p41035
2013560,35791.0,Western,PACW,-121.811,42.1739,Oregon,US,p41035
2013561,35791.0,Western,PACW,-121.811,42.1739,Oregon,US,p41035
