Line,bus0,bus1,r,x,b,s_nom,v_nom,interconnect,type,carrier,underwater_fraction,length,g,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,capital_cost,build_year,lifetime,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,latitude1,longitude1,latitude2,longitude2,wkt_geom
91349,2021130,2021182,0.22681404,1.7320518,2.399705944129385e-07,206.72,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,3.089446838915847,0.0,0.0,False,0.0,inf,1.0,283.2327625747076,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7171,-122.361,37.7418,-122.377,"LINESTRING (-122.361 37.7171, -122.377 37.7418)"
91351,2021132,2021232,0.47609999999999997,5.53585275,9.094727998319681e-07,1223.95,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,17.715811643500146,0.0,0.0,False,0.0,inf,1.0,1624.1413219469846,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5661,-122.422,37.5399,-122.224,"LINESTRING (-122.422 37.5661, -122.224 37.5399)"
91353,2021133,2021157,0.68786928,3.27575844,7.629699642932157e-07,228.72,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,8.426835696467826,0.0,0.0,False,0.0,inf,1.0,772.5512295629292,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5661,-122.422,37.6337,-122.379,"LINESTRING (-122.422 37.5661, -122.379 37.6337)"
91354,2021133,2021158,0.8697394799999999,5.0961744,5.860113421550094e-07,270.0,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,9.406496972031173,0.0,0.0,False,0.0,inf,1.0,862.3641261533878,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5661,-122.422,37.4816,-122.422,"LINESTRING (-122.422 37.5661, -122.422 37.4816)"
91356,2021136,2021137,0.04780043999999999,0.19653408,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6081,-122.498,37.6081,-122.498,"LINESTRING (-122.498 37.6081, -122.498 37.6081)"
91357,2021136,2021154,0.21843468000000002,1.49990544,2.2684310018903592e-07,152.78,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,3.4134800727884733,0.0,0.0,False,0.0,inf,1.0,312.93931937306525,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6081,-122.498,37.5991,-122.461,"LINESTRING (-122.498 37.6081, -122.461 37.5991)"
91358,2021138,2021139,0.050847479999999994,0.21176928,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5819,-122.339,38.5819,-122.339,"LINESTRING (-122.339 38.5819, -122.339 38.5819)"
91359,2021148,2021140,0.3799278,2.40182928,4.153539172442764e-07,239.22,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.90341838985652,0.0,0.0,False,0.0,inf,1.0,541.2106394360711,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7824,-122.384,37.7853,-122.317,"LINESTRING (-122.384 37.7824, -122.317 37.7853)"
91360,2021242,2021140,0.15577992,0.8663115600000001,9.976895610165932e-08,286.05,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.0615715023890644,0.0,0.0,False,0.0,inf,1.0,97.32222141027344,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7863,-122.305,37.7853,-122.317,"LINESTRING (-122.305 37.7863, -122.317 37.7853)"
91361,2021141,2021142,0.04741956,0.21710159999999998,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6679,-122.496,37.6679,-122.496,"LINESTRING (-122.496 37.6679, -122.496 37.6679)"
91362,2021144,2021154,0.90725616,4.4625805199999995,6.154169292165511e-07,214.86,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,8.412739137111332,0.0,0.0,False,0.0,inf,1.0,771.2588922425241,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5305,-122.421,37.5991,-122.461,"LINESTRING (-122.421 37.5305, -122.461 37.5991)"
91363,2021144,2021158,0.36545436,2.53132848,3.9277462717916403e-07,230.0,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.444239353093909,0.0,0.0,False,0.0,inf,1.0,499.11425329326687,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5305,-122.421,37.4816,-122.422,"LINESTRING (-122.421 37.5305, -122.422 37.4816)"
91364,2021144,2021180,0.6947251200000001,3.93239556,1.605755093467759e-06,225.57,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,16.74449628476026,0.0,0.0,False,0.0,inf,1.0,1535.0935581461088,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5305,-122.421,37.5506,-122.233,"LINESTRING (-122.421 37.5305, -122.233 37.5506)"
91365,2021147,2021239,0.19405835999999999,1.37764296,1.9638731358958202e-07,206.85,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,2.4565010649472185,0.0,0.0,False,0.0,inf,1.0,225.20587638169863,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.753,-122.243,37.7355,-122.226,"LINESTRING (-122.243 37.753, -122.226 37.7355)"
91366,2021147,2021665,0.3970674,2.5762723199999997,4.794160890569208e-07,227.26,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.962313729366622,0.0,0.0,False,0.0,inf,1.0,546.6100169240085,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.753,-122.243,37.7968,-122.282,"LINESTRING (-122.243 37.753, -122.282 37.7968)"
91367,2021149,2021150,0.0552276,0.22719492000000002,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9307,-122.404,37.9307,-122.404,"LINESTRING (-122.404 37.9307, -122.404 37.9307)"
91368,2021149,2021151,0.05218056,0.22510008000000004,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9307,-122.404,37.9307,-122.404,"LINESTRING (-122.404 37.9307, -122.404 37.9307)"
91369,2021754,2021151,0.19386792,0.95962716,1.1237135055660575e-07,264.58,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.6821211231264848,0.0,0.0,False,0.0,inf,1.0,154.2126592654283,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9418,-122.391,37.9307,-122.404,"LINESTRING (-122.391 37.9418, -122.404 37.9307)"
91370,2021152,2021153,0.04722912,0.2075796,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8688,-122.301,37.8688,-122.301,"LINESTRING (-122.301 37.8688, -122.301 37.8688)"
91371,2021152,2021191,0.32508108,2.07941436,1.4014912833438353e-06,244.87,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,10.732921723281887,0.0,0.0,False,0.0,inf,1.0,983.9674312861753,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8688,-122.301,37.9578,-122.348,"LINESTRING (-122.301 37.8688, -122.348 37.9578)"
91372,2021154,2021155,0.043610760000000005,0.19367747999999999,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5991,-122.461,37.5991,-122.461,"LINESTRING (-122.461 37.5991, -122.461 37.5991)"
91373,2021156,2021157,0.03923064,0.22662360000000004,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6337,-122.379,37.6337,-122.379,"LINESTRING (-122.379 37.6337, -122.379 37.6337)"
91374,2021157,2021176,0.19405835999999999,0.7981340400000001,9.60932577189666e-08,194.89,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.1186010961868178,0.0,0.0,False,0.0,inf,1.0,102.55055199566698,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6337,-122.379,37.6415,-122.387,"LINESTRING (-122.379 37.6337, -122.387 37.6415)"
91375,2021158,2021159,0.05351364,0.21824424,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4816,-122.422,37.4816,-122.422,"LINESTRING (-122.422 37.4816, -122.422 37.4816)"
91377,2021160,2021164,0.29875275,1.19025,0.0,0.01,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8753,-122.263,37.8753,-122.263,"LINESTRING (-122.263 37.8753, -122.263 37.8753)"
91379,2021161,2021165,0.26756820000000003,1.47724308,5.098718756563747e-07,302.21,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,4.213225720338073,0.0,0.0,False,0.0,inf,1.0,386.2580009762937,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8753,-122.263,37.8828,-122.31,"LINESTRING (-122.263 37.8753, -122.31 37.8828)"
91380,2021161,2021190,0.21176928,1.2702347999999999,2.3787019533711405e-07,209.89,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,2.429686194091096,0.0,0.0,False,0.0,inf,1.0,222.74755605878644,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8753,-122.263,37.8575,-122.247,"LINESTRING (-122.263 37.8753, -122.247 37.8575)"
91381,2021259,2021161,0.17444304000000002,0.9925732799999999,1.5542953161100608e-07,207.52,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.903629131488565,0.0,0.0,False,0.0,inf,1.0,174.5199597020429,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8711,-122.242,37.8753,-122.263,"LINESTRING (-122.242 37.8711, -122.263 37.8753)"
91383,2021164,2021642,1.204533,15.088799250000001,2.3209409787859694e-06,1304.64,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,37.1734029907966,0.0,0.0,False,0.0,inf,1.0,3407.9646526887555,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8753,-122.263,38.0392,-121.894,"LINESTRING (-122.263 37.8753, -121.894 38.0392)"
91384,2021671,2021164,0.39397275,4.63602375,6.135685780298256e-07,1086.33,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,8.896801340131706,0.0,0.0,False,0.0,inf,1.0,815.6365048599243,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7968,-122.282,37.8753,-122.263,"LINESTRING (-122.282 37.7968, -122.263 37.8753)"
91385,2021185,2021165,0.40811292,2.7834710400000002,5.245746691871456e-07,189.63,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.901245516430007,0.0,0.0,False,0.0,inf,1.0,541.0114358325119,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9356,-122.304,37.8828,-122.31,"LINESTRING (-122.304 37.9356, -122.31 37.8828)"
91389,2021753,2021166,0.7236720000000001,7.230768749999999,9.0275152278933e-07,1177.94,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,13.773757429262684,0.0,0.0,False,0.0,inf,1.0,1262.7436467212297,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9418,-122.391,38.0316,-122.499,"LINESTRING (-122.391 37.9418, -122.499 38.0316)"
91390,2021168,2021169,0.0418968,0.2275758,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0283,-122.253,38.0283,-122.253,"LINESTRING (-122.253 38.0283, -122.253 38.0283)"
91391,2021168,2021170,0.04418208,0.19843847999999997,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0283,-122.253,38.0283,-122.253,"LINESTRING (-122.253 38.0283, -122.253 38.0283)"
91392,2021170,2021654,0.25461828000000003,1.37154888,1.0449485402226423e-07,234.31,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,2.01628164096167,0.0,0.0,False,0.0,inf,1.0,184.84766013926352,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0283,-122.253,38.0181,-122.234,"LINESTRING (-122.253 38.0283, -122.234 38.0181)"
91393,2021170,2021723,0.32450976,1.490193,4.6943919344675486e-07,273.36,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,4.5451458585756255,0.0,0.0,False,0.0,inf,1.0,416.68760944956693,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0283,-122.253,38.0569,-122.216,"LINESTRING (-122.253 38.0283, -122.216 38.0569)"
91394,2021755,2021170,0.23766911999999998,1.4157309599999999,9.50430581810544e-08,200.95,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.554767902129451,0.0,0.0,False,0.0,inf,1.0,142.53723434747275,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0417,-122.258,38.0283,-122.253,"LINESTRING (-122.258 38.0417, -122.253 38.0283)"
91395,2021171,2021172,0.05199012000000001,0.22110083999999997,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0273,-122.279,38.0273,-122.279,"LINESTRING (-122.279 38.0273, -122.279 38.0273)"
91396,2021171,2021173,0.03865932,0.21957732,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0273,-122.279,38.0273,-122.279,"LINESTRING (-122.279 38.0273, -122.279 38.0273)"
91397,2021171,2021174,0.04970484,0.2180538,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0273,-122.279,38.0273,-122.279,"LINESTRING (-122.279 38.0273, -122.279 38.0273)"
91398,2021171,2021175,0.04799088,0.1932966,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0273,-122.279,38.0273,-122.279,"LINESTRING (-122.279 38.0273, -122.279 38.0273)"
91399,2021173,2021195,0.6488290800000001,2.8516485599999997,3.948750262549884e-07,235.44,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,6.601153549356578,0.0,0.0,False,0.0,inf,1.0,605.1772545211377,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0273,-122.279,37.9852,-122.332,"LINESTRING (-122.279 38.0273, -122.332 37.9852)"
91400,2021755,2021173,0.12911832,0.71757792,3.791220331863054e-07,250.38,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,2.4412901855541786,0.0,0.0,False,0.0,inf,1.0,223.8113809861432,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0417,-122.258,38.0273,-122.279,"LINESTRING (-122.258 38.0417, -122.279 38.0273)"
91401,2021178,2021237,0.7520475600000001,3.2401461600000006,8.664146187775677e-07,212.3,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,9.453908679632367,0.0,0.0,False,0.0,inf,1.0,866.7107129769962,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1933,-122.271,38.1089,-122.283,"LINESTRING (-122.271 38.1933, -122.283 38.1089)"
91402,2021178,2021389,1.18206108,5.742527760000001,2.3734509556815793e-06,257.74,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,21.697613656398577,0.0,0.0,False,0.0,inf,1.0,1989.1829759844804,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1933,-122.271,38.1946,-122.023,"LINESTRING (-122.271 38.1933, -122.023 38.1946)"
91403,2021231,2021179,0.20510388000000002,1.32584328,4.3688300777147653e-07,161.0,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,3.53918498027302,0.0,0.0,False,0.0,inf,1.0,324.46363102897976,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5549,-122.126,37.5829,-122.145,"LINESTRING (-122.126 37.5549, -122.145 37.5829)"
91404,2021255,2021179,0.11293091999999999,0.6747289200000001,6.30119722747322e-08,238.73,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.9475709402112903,0.0,0.0,False,0.0,inf,1.0,86.87093487122057,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5908,-122.141,37.5829,-122.145,"LINESTRING (-122.141 37.5908, -122.145 37.5829)"
91405,2021180,2021233,0.14549616,1.01961576,9.819365679479101e-08,270.0,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.431701808515115,0.0,0.0,False,0.0,inf,1.0,131.25484255014445,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5506,-122.233,37.5399,-122.224,"LINESTRING (-122.233 37.5506, -122.224 37.5399)"
91407,2021181,2021671,0.40111425000000006,4.61817,9.035076664566268e-07,1245.69,345.0,Western,Al/St 240/40 4-bundle 380.0,AC,0.0,10.361922084394122,0.0,0.0,False,0.0,inf,1.0,949.9551118920422,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7418,-122.377,37.7968,-122.282,"LINESTRING (-122.377 37.7418, -122.282 37.7968)"
91408,2021183,2021184,0.0409446,0.20853180000000002,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.54,-122.296,37.54,-122.296,"LINESTRING (-122.296 37.54, -122.296 37.54)"
91409,2021203,2021183,0.18777383999999997,0.7427159999999999,2.6622558286074354e-07,193.99,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.8760636776297848,0.0,0.0,False,0.0,inf,1.0,171.9928278059046,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5426,-122.317,37.54,-122.296,"LINESTRING (-122.317 37.5426, -122.296 37.54)"
91410,2021264,2021183,0.27175788,1.3010860800000001,1.1919764755303507e-07,220.32,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,2.214567512202068,0.0,0.0,False,0.0,inf,1.0,203.0260130999051,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5458,-122.272,37.54,-122.296,"LINESTRING (-122.272 37.5458, -122.296 37.54)"
91411,2021185,2021186,0.05560848,0.21062664,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9356,-122.304,37.9356,-122.304,"LINESTRING (-122.304 37.9356, -122.304 37.9356)"
91412,2021185,2021192,0.94420152,4.65511536,9.845620667926906e-07,230.22,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,12.412455020646476,0.0,0.0,False,0.0,inf,1.0,1137.9428451553174,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9356,-122.304,38.0016,-122.19,"LINESTRING (-122.304 37.9356, -122.19 38.0016)"
91413,2021187,2021188,0.09541044000000001,0.61493076,7.771476580550304e-08,243.17,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.1549999041440884,0.0,0.0,False,0.0,inf,1.0,105.88750371216966,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4127,-122.219,37.4168,-122.207,"LINESTRING (-122.219 37.4127, -122.207 37.4168)"
91414,2021187,2021273,0.5077130400000001,3.2226256799999997,5.030455786599454e-07,229.03,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,6.694514031196745,0.0,0.0,False,0.0,inf,1.0,613.7363100950396,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4127,-122.219,37.3536,-122.205,"LINESTRING (-122.219 37.4127, -122.205 37.3536)"
91415,2021188,2021201,0.75528504,3.11236092,6.632010081915564e-07,186.7,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,9.112688049568574,0.0,0.0,False,0.0,inf,1.0,835.4284586643229,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4168,-122.207,37.4286,-122.309,"LINESTRING (-122.207 37.4168, -122.309 37.4286)"
91416,2021188,2021633,0.2780424,1.71510264,2.457466918714556e-07,261.46,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,3.0992128258287677,0.0,0.0,False,0.0,inf,1.0,284.1280838399169,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4168,-122.207,37.4298,-122.176,"LINESTRING (-122.207 37.4168, -122.176 37.4298)"
91417,2021189,2021206,0.30299004,1.74385908,2.3734509556815792e-07,206.6,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,3.1861707237071695,0.0,0.0,False,0.0,inf,1.0,292.10016652266404,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9305,-122.218,37.9341,-122.254,"LINESTRING (-122.218 37.9305, -122.254 37.9341)"
91418,2021353,2021189,0.37592855999999997,2.12112072,1.1951270741440872e-06,179.51,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,7.601780235766791,0.0,0.0,False,0.0,inf,1.0,696.9122075645099,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9384,-122.132,37.9305,-122.218,"LINESTRING (-122.132 37.9384, -122.218 37.9305)"
91419,2021189,2021717,1.0881741600000001,6.06779928,1.0444234404536863e-06,229.19,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,13.380156630713914,0.0,0.0,False,0.0,inf,1.0,1226.659309512275,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9305,-122.218,38.0169,-122.112,"LINESTRING (-122.218 37.9305, -122.112 38.0169)"
91420,2021190,2021259,0.14892408000000001,0.7735672799999999,1.5280403276622556e-07,191.17,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,1.5764248655458932,0.0,0.0,False,0.0,inf,1.0,144.52269061108362,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8575,-122.247,37.8711,-122.242,"LINESTRING (-122.247 37.8575, -122.242 37.8711)"
91421,2021191,2021195,0.39725784000000003,2.36221776,1.7223272421760134e-07,220.91,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,3.3578090850254014,0.0,0.0,False,0.0,inf,1.0,307.83554239241624,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9578,-122.348,37.9852,-122.332,"LINESTRING (-122.348 37.9578, -122.332 37.9852)"
91422,2021192,2021208,0.18739296,1.13921208,1.5280403276622556e-07,270.09,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,2.2077154999022452,0.0,0.0,False,0.0,inf,1.0,202.3978377422881,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0016,-122.19,38.0198,-122.18,"LINESTRING (-122.19 38.0016, -122.18 38.0198)"
91423,2021193,2021194,0.04741956,0.22319568,0.0,0.01,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,0.0,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9755,-122.28,37.9755,-122.28,"LINESTRING (-122.28 37.9755, -122.28 37.9755)"
91424,2021206,2021193,0.6789185999999999,2.82765312,4.6051249737450116e-07,185.99,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,5.142727821546426,0.0,0.0,False,0.0,inf,1.0,471.4724298598225,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9341,-122.254,37.9755,-122.28,"LINESTRING (-122.254 37.9341, -122.28 37.9755)"
91425,2021193,2021654,0.42525252,2.3199400800000003,4.815164881327452e-07,234.08,138.0,Western,Al/St 240/40 2-bundle 220.0,AC,0.0,6.226758816930087,0.0,0.0,False,0.0,inf,1.0,570.8536814391081,0,inf,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9755,-122.28,38.0181,-122.234,"LINESTRING (-122.28 37.9755, -122.234 38.0181)"
