Bus,Pd,v_nom,balancing_area,state,country,county,reeds_zone,reeds_ba,interconnect,x,y,sub_id,substation_off,LAF_state,nerc_reg,trans_reg,trans_grp,reeds_state,rec_trading_zone,type,carrier,unit,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,control,generator,sub_network
2020535,0.0,138.0,PACW,California,US,p06089,p9,CISO,Western,-121.978,40.9862,36075.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020536,0.0,13.8,PACW,California,US,p06089,p9,CISO,Western,-121.978,40.9862,36075.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020537,0.0,13.8,PACW,California,US,p06089,p9,CISO,Western,-121.978,40.9862,36075.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020538,0.0,13.8,PACW,California,US,p06089,p9,CISO,Western,-121.978,40.9862,36075.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020539,0.0,138.0,CISO-PGAE,California,US,p06017,p9,CISO,Western,-120.532,38.834,36076.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020540,0.0,22.0,CISO-PGAE,California,US,p06017,p9,CISO,Western,-120.532,38.834,36076.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020541,0.0,13.8,CISO-PGAE,California,US,p06017,p9,CISO,Western,-120.532,38.834,36076.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020542,0.0,345.0,CISO-PGAE,California,US,p06115,p9,CISO,Western,-121.192,39.3308,36077.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020543,0.0,138.0,CISO-PGAE,California,US,p06115,p9,CISO,Western,-121.192,39.3308,36077.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020544,0.0,13.8,CISO-PGAE,California,US,p06115,p9,CISO,Western,-121.192,39.3308,36077.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2020545,0.0,18.0,CISO-PGAE,California,US,p06115,p9,CISO,Western,-121.192,39.3308,36077.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021000,17.92,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-123.003,38.5535,36078.0,False,0.0002673471287634479,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021001,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-123.003,38.5535,36078.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021002,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.891,38.6934,36079.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021003,33.96,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.891,38.6934,36079.0,False,0.0005066466792860877,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021004,30.04,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.87,38.4176,36080.0,False,0.0004481644948690834,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021005,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.87,38.4176,36080.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021006,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.823,38.4122,36081.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021007,26.78,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.823,38.4122,36081.0,False,0.0003995288006855544,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021008,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.814,38.5002,36082.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021009,25.68,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.814,38.5002,36082.0,False,0.00038311798362976237,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021010,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.814,38.5002,36082.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021011,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.76,38.5379,36083.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021012,25.68,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.76,38.5379,36083.0,False,0.00038311798362976237,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021013,45.19,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.844,38.5442,36084.0,False,0.0006741862025011277,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021014,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.784,38.4465,36085.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021015,33.28,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.784,38.4465,36085.0,False,0.000496501810560689,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021016,1.51,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.69,38.1578,36086.0,False,2.2527576140223565e-05,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021017,29.57,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.69,38.1578,36086.0,False,0.0004411526003088814,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021018,0.0,345.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.748,38.2311,36087.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021019,52.24,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.748,38.2311,36087.0,False,0.0007793646209041584,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021020,0.0,13.8,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.748,38.2311,36087.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021021,0.0,1.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.748,38.2311,36087.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021022,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.666,38.4866,36088.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021023,40.65,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.666,38.4866,36088.0,False,0.0006064542848344954,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021024,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.666,38.4866,36088.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021025,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.666,38.4866,36088.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021026,0.0,345.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.812,38.4234,36089.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021027,40.65,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.812,38.4234,36089.0,False,0.0006064542848344954,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021028,0.0,18.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.812,38.4234,36089.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021029,0.0,1.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.812,38.4234,36089.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021030,36.55,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.646,38.405,36090.0,False,0.0005452866939901796,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021031,35.42,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.782,38.4325,36091.0,False,0.0005284283091965026,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021032,38.85,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.69,38.3053,36092.0,False,0.0005796002205613812,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021033,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.69,38.3053,36092.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021034,42.96,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.787,38.2513,36093.0,False,0.0006409170006516586,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021035,0.0,345.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.598,38.486,36094.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021036,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.598,38.486,36094.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021037,0.0,18.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.598,38.486,36094.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021038,0.0,1.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.598,38.486,36094.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021039,35.78,345.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.598,38.486,36094.0,False,0.0005337991220511253,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021040,35.78,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.748,38.4599,36095.0,False,0.0005337991220511253,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021041,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.617,38.4553,36096.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021042,38.52,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.617,38.4553,36096.0,False,0.0005746769754446437,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021043,48.72,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.659,38.1225,36097.0,False,0.000726850006325624,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021044,15.3,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.59,37.8646,36098.0,False,0.0002282595463214706,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021045,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.688,38.6502,36099.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021046,12.69,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.688,38.6502,36099.0,False,0.000189321153125455,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021047,0.0,138.0,CISO-PGAE,California,US,p06055,p9,CISO,Western,-122.523,38.4833,36100.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021048,27.27,138.0,CISO-PGAE,California,US,p06055,p9,CISO,Western,-122.523,38.4833,36100.0,False,0.0004068390737376799,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021049,24.47,138.0,CISO-PGAE,California,US,p06055,p9,CISO,Western,-122.566,38.5647,36101.0,False,0.00036506608486839117,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021050,40.68,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.502,38.0033,36102.0,False,0.0006069018525723806,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021051,29.84,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.559,37.9206,36103.0,False,0.0004451807099498485,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021052,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.481,37.8044,36104.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021053,27.45,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.481,37.8044,36104.0,False,0.0004095244801649913,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021054,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.481,37.8044,36104.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021055,24.54,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.619,37.8825,36105.0,False,0.0003661104095901234,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021056,0.0,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.616,38.2822,36106.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021057,33.63,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.616,38.2822,36106.0,False,0.00050172343416935,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021058,0.0,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.61,38.1733,36107.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021059,33.63,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.61,38.1733,36107.0,False,0.00050172343416935,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021060,0.0,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.61,38.1733,36107.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021061,26.14,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.581,38.12,36108.0,False,0.0003899806889440027,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021062,35.31,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.566,38.0002,36109.0,False,0.0005267872274909233,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021063,19.52,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.478,37.8399,36110.0,False,0.0002912174081173272,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021064,0.0,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.478,37.8399,36110.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021065,0.0,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.484,38.0754,36111.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021066,30.9,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.484,38.0754,36111.0,False,0.0004609947700217935,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021067,0.0,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.59,38.0612,36112.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021068,32.43,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.59,38.0612,36112.0,False,0.00048382072465394057,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021069,16.66,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.581,37.9087,36113.0,False,0.000248549283772268,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021070,37.04,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.496,38.0173,36114.0,False,0.0005525969670423052,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021071,41.76,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.588,37.9802,36115.0,False,0.0006230142911362491,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021072,37.08,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.4555,37.878,36116.0,False,0.0005531937240261522,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021073,37.08,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.498,37.6898,36117.0,False,0.0005531937240261522,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021074,11.33,138.0,CISO-PGAE,California,US,p06055,p9,CISO,Western,-122.4,38.3427,36118.0,False,0.00016903141567465763,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021075,24.45,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.508,37.7356,36119.0,False,0.0003647677063764677,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021076,39.33,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.508,37.7356,36119.0,False,0.0005867613043675449,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021077,39.33,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.416,37.8008,36120.0,False,0.0005867613043675449,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021078,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.416,37.8008,36120.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021079,0.0,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.499,37.6954,36121.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021080,50.42,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.499,37.6954,36121.0,False,0.0007522121781391207,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021081,0.0,345.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.559,37.8485,36122.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021082,50.42,138.0,CISO-PGAE,California,US,p06041,p9,CISO,Western,-122.559,37.8485,36122.0,False,0.0007522121781391207,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021083,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.507,37.7873,36123.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021084,25.32,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.507,37.7873,36123.0,False,0.0003777471707751395,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021085,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.507,37.7873,36123.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021086,25.32,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.442,37.7096,36124.0,False,0.0003777471707751395,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021087,54.83,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.421,37.7199,36125.0,False,0.0008180046356082504,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021088,54.83,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.41,37.6082,36126.0,False,0.0008180046356082504,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021089,0.0,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.449,37.6987,36127.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021090,33.57,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.449,37.6987,36127.0,False,0.0005008282986935796,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021091,0.0,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.449,37.6987,36127.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021092,0.0,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.449,37.6987,36127.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021093,38.81,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.516,37.5646,36128.0,False,0.0005790034635775342,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021094,31.85,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.505,38.2561,36129.0,False,0.00047516774838815936,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021095,31.85,138.0,CISO-PGAE,California,US,p06097,p9,CISO,Western,-122.398,38.1977,36130.0,False,0.00047516774838815936,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021096,22.45,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-122.371,37.962,36131.0,False,0.0003349298571841186,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021097,54.03,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.418,37.7408,36132.0,False,0.0008060694959313109,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021098,34.49,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.429,37.7077,36133.0,False,0.0005145537093220601,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021099,34.72,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.428,37.6691,36134.0,False,0.0005179850619791802,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021100,0.0,345.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.507,37.7665,36135.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021101,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.507,37.7665,36135.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021102,0.0,13.8,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.507,37.7665,36135.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021103,0.0,1.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.507,37.7665,36135.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021104,64.04,345.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.507,37.7665,36135.0,False,0.0009554079311390181,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021105,35.25,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.405,37.8096,36136.0,False,0.0005258920920151528,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021106,50.02,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.407,37.7849,36137.0,False,0.0007462446083006509,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021107,0.0,345.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.479,37.6662,36138.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021108,79.03,138.0,CISO-PGAE,California,US,p06081,p9,CISO,Western,-122.479,37.6662,36138.0,False,0.0011790426108356745,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021109,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.446,37.7925,36139.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021110,47.64,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.446,37.7925,36139.0,False,0.0007107375677617555,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021111,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.446,37.7925,36139.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
2021112,0.0,138.0,CISO-PGAE,California,US,p06075,p9,CISO,Western,-122.446,37.7925,36139.0,False,0.0,WECC_CA,CAISO,CAISO,CA,WREGIS,,AC,,1.0,0.0,inf,PQ,,
